Name,Year_of_Release,Global_Sales,User_Score,Critic_Score
The Powerpuff Girls: Relish Rampage,2002,0.45,6.8,46
Bleach: The Blade of Fate,2006,0.45,7.5,83
NFL Head Coach,2006,0.45,6.9,66
Tomb Raider: Underworld,2008,0.45,7.2,70
Area 51,2005,0.45,8.4,75
NHL 2005,2004,0.45,8.3,75
The New York Times Crosswords,2007,0.45,6.7,79
Star Wars Jedi Knight: Jedi Academy,2003,0.45,8.7,76
Dynasty Warriors: Strikeforce,2009,0.45,6.8,65
Brain Challenge,2008,0.45,7,68
Enemy Territory: Quake Wars,2008,0.45,7.3,69
Major League Baseball 2K11,2011,0.45,6.8,69
Burnout Dominator,2007,0.45,8.2,76
Crash of the Titans,2007,0.45,5.8,69
Red Faction: Armageddon,2011,0.45,7.3,71
Tekken Advance,2001,0.45,8.2,82
Shin Megami Tensei: Persona 3,2006,0.45,8.4,86
Pirates of the Caribbean: At World's End,2007,0.45,7.2,53
Sega Rally Revo,2007,0.45,7.2,77
Samurai Warriors: Xtreme Legends,2004,0.45,8.6,72
LEGO Rock Band,2009,0.45,7.5,80
WWE WrestleMania 21,2005,0.45,6.9,56
NBA Live 2005,2004,0.45,6.7,83
F.E.A.R. 3,2011,0.45,7.1,74
WWE Day of Reckoning,2004,0.45,9.1,79
NBA Live 10,2009,0.45,7.7,80
Harry Potter and the Deathly Hallows - Part 1,2010,0.45,5,38
Pro Evolution Soccer 2017,2016,0.45,7.6,85
Sled Storm,2002,0.45,7.7,73
Dead or Alive: Dimensions,2011,0.45,8.2,79
Wolfenstein: The New Order,2014,0.45,8.2,81
Deadpool,2013,0.45,7.2,61
Watch Dogs,2014,0.45,4.7,77
Mario Golf: Advance Tour,2004,0.45,8.6,84
Celebrity Sports Showdown,2008,0.45,4.6,50
F.E.A.R. 3,2011,0.45,7,75
Disney Guilty Party,2010,0.45,8,78
"Warhammer 40,000: Space Marine",2011,0.44,7.4,70
Major League Baseball 2K6,2006,0.44,5.2,70
World Soccer Winning Eleven 9,2005,0.44,7.9,89
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,0.44,7.8,47
The Thing,2002,0.44,7.4,78
Van Helsing,2004,0.44,8.5,64
Mario Tennis Ultra Smash,2015,0.44,5.3,58
Virtua Tennis 4,2011,0.44,6.6,69
X-Men Legends II: Rise of Apocalypse,2005,0.44,8.7,84
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,0.44,7.2,74
Skylanders: Trap Team,2014,0.44,5.6,78
Worms: Open Warfare 2,2007,0.44,8.1,80
Spawn: Armageddon,2003,0.44,7.4,56
Sid Meier's Civilization Revolution,2008,0.44,7.7,80
Tiger Woods PGA Tour 2003,2002,0.44,8.5,88
Battlefield 2: Modern Combat,2005,0.44,8.5,80
50 Cent: Bulletproof,2005,0.44,5.9,50
Tony Hawk's Proving Ground,2007,0.44,6.6,73
LEGO Star Wars II: The Original Trilogy,2006,0.44,8.6,85
Viking: Battle for Asgard,2008,0.44,8,68
Dragon Quest Heroes: Rocket Slime,2005,0.44,7.6,83
Dance Dance Revolution: Hottest Party 3,2009,0.44,8.2,66
G-Force,2009,0.44,8,69
Transformers: Fall of Cybertron,2012,0.44,8.3,79
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010,0.44,8,74
MX Unleashed,2004,0.44,9.3,81
Wario World,2003,0.44,7.2,71
DmC: Devil May Cry,2013,0.44,5.1,86
FIFA Soccer 13,2012,0.44,4.1,57
The Legend of Spyro: Dawn of the Dragon,2008,0.44,6.6,59
Samurai Warriors 3,2009,0.44,7.2,55
Ben 10 Alien Force: Vilgax Attacks,2009,0.44,4,65
TimeSplitters 2,2002,0.44,9,88
Eternal Darkness: Sanity's Requiem,2002,0.44,8.7,92
Food Network: Cook or Be Cooked,2009,0.44,6.8,53
Naruto: Ultimate Ninja 3,2005,0.44,8.7,75
The Darkness,2007,0.44,8.1,82
Thrillville: Off the Rails,2007,0.44,2.8,70
Child of Eden,2011,0.44,7.7,84
Spider-Man: Shattered Dimensions,2010,0.44,7.5,74
NFL Blitz 20-03,2002,0.44,8.6,73
Eternal Sonata,2008,0.44,7.8,80
Star Wars: Jedi Starfighter,2002,0.44,5.2,78
Classic NES Series: Metroid,2004,0.43,8.6,58
Nicktoons: Attack of the Toybots,2007,0.43,6,60
Primal,2003,0.43,8.6,73
Ninja Gaiden 3,2012,0.43,5,58
Band Hero,2009,0.43,7,65
Need for Speed Underground 2,2004,0.43,8.2,72
SSX Tricky,2001,0.43,8.5,88
Tetris Axis,2011,0.43,6.8,74
Borderlands: The Handsome Collection,2015,0.43,7.8,80
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,0.43,8.4,68
Star Wars The Clone Wars: Republic Heroes,2009,0.43,5.3,43
NCAA Football 2004,2003,0.43,8.8,88
Bionicle,2003,0.43,3.6,51
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,0.43,7.5,73
Naughty Bear,2010,0.43,5.5,43
MLB 2002,2001,0.43,8.1,76
Deadpool,2013,0.43,7.4,62
Lego Batman 3: Beyond Gotham,2014,0.43,7.1,74
MLB 14: The Show,2014,0.43,6.8,81
Devil May Cry HD Collection,2012,0.43,8.4,77
Hyperdimension Neptunia,2010,0.43,7,45
TimeSplitters,2000,0.43,8,81
InuYasha: The Secret of the Cursed Mask,2004,0.43,8.1,51
Mega Man Zero 2,2003,0.43,8.6,81
Payday 2,2013,0.43,6.2,74
Ghostbusters: The Video Game,2009,0.43,8.7,64
Hunter: The Reckoning  Wayward,2003,0.43,8.8,68
EyeToy: AntiGrav,2004,0.43,7.8,71
EverQuest Online Adventures,2003,0.43,8.2,74
OkamiDen,2010,0.43,7.9,82
Hometown Story,2013,0.43,6,47
Just Dance 4,2012,0.43,7.1,77
Mobile Suit Gundam: Zeonic Front,2001,0.43,8.8,71
Dawn of Mana,2006,0.43,6.8,57
Castlevania: Dawn of Sorrow,2005,0.43,8.5,89
Max Payne 3,2012,0.43,7.6,87
Tales of the World: Radiant Mythology,2006,0.43,7.8,66
Alpha Protocol,2010,0.43,6.9,64
Wolfenstein: The Old Blood,2015,0.43,8,76
Rayman Legends,2013,0.43,8.2,90
Madden NFL 2003,2002,0.43,8.5,92
Disney Sing It,2008,0.43,5.2,53
Microsoft Flight Simulator X,2006,0.43,7.6,80
SEGA Classics Collection,2005,0.43,6.7,46
Crash: Mind Over Mutant,2008,0.43,6.6,70
Naruto: Ninja Council 3,2006,0.42,6.5,56
NBA Street,2002,0.42,8.6,88
Def Jam Icon,2007,0.42,4.4,68
2014 FIFA World Cup Brazil,2014,0.42,4.4,74
The Legend of Spyro: The Eternal Night,2007,0.42,5.4,54
Atelier Totori: The Adventurer of Arland,2010,0.42,6.7,74
Mega Man Battle Network,2001,0.42,8.9,79
Juiced: Eliminator,2006,0.42,8.2,65
25 to Life,2006,0.42,4.9,39
NHL 2K6,2005,0.42,5.8,81
Medal of Honor: Rising Sun,2003,0.42,6.4,68
The Sims,2003,0.42,6.9,84
Dog's Life,2003,0.42,3.1,64
Tony Hawk's American Wasteland,2005,0.42,7.7,76
Colony Wars,1997,0.42,7.8,91
All-Star Baseball 2004,2003,0.42,7.5,78
NASCAR Thunder 2002,2001,0.42,6.9,69
Batman: Arkham Origins Blackgate,2013,0.42,6.8,61
Zone of the Enders HD Collection,2012,0.42,8,73
2010 FIFA World Cup South Africa,2010,0.42,6.7,70
ESPN NHL 2K5,2004,0.42,8.5,88
Hot Wheels World Race,2003,0.42,7.7,55
Superman: Shadow of Apokolips,2002,0.42,7.2,64
Trials Fusion,2014,0.42,7.2,79
American Chopper,2004,0.42,7.5,47
NASCAR Kart Racing,2009,0.42,8.1,70
Guitar Hero: Smash Hits,2009,0.42,5.9,71
Lemony Snicket's A Series of Unfortunate Events,2004,0.42,8,72
Test Drive,2002,0.42,8.7,71
Pirates of the Caribbean: At World's End,2007,0.42,7,61
James Bond 007: Everything or Nothing,2004,0.42,8.2,84
NBA Live 06,2005,0.42,7.6,80
MLB 08: The Show,2008,0.42,7.3,84
Dance Dance Revolution Ultramix 2,2004,0.42,7.1,78
Mega Man Anniversary Collection,2004,0.42,8.8,81
Crash: Mind Over Mutant,2008,0.42,5.8,45
How to Train Your Dragon,2010,0.42,7,59
Story of Seasons,2014,0.42,8.2,76
Harry Potter and the Goblet of Fire,2005,0.42,6.3,69
Thrillville: Off the Rails,2007,0.42,1.7,70
Metro: Last Light,2013,0.42,8.2,80
Mega Man X6,2001,0.42,6.8,65
BloodRayne,2002,0.42,8.5,75
Castlevania: Curse of Darkness,2005,0.42,7.5,70
LEGO Rock Band,2009,0.42,7.6,75
Black,2006,0.42,8,77
Spec Ops: The Line,2012,0.42,8.2,76
Paper Mario: Color Splash,2016,0.42,6.8,75
Valkyrie Profile: Covenant of the Plume,2008,0.42,6.8,74
Vanquish,2010,0.42,8.4,84
TRON: Evolution,2010,0.42,6.2,58
Pirates of the Caribbean: At World's End,2007,0.42,7,54
Mega Man Legends 2,2000,0.42,8.8,76
Blazing Angels: Squadrons of WWII,2006,0.42,7.9,66
Attack on Titan: Humanity in Chains,2013,0.42,4.5,46
The Suffering,2004,0.42,8.9,77
Animal Crossing: Amiibo Festival,2015,0.41,4.4,46
Zone of the Enders: The 2nd Runner,2003,0.41,8.9,82
Just Dance 2014,2013,0.41,5.5,75
NFL GameDay 2004,2003,0.41,8.7,65
Condemned: Criminal Origins,2005,0.41,8.2,81
Crash of the Titans,2007,0.41,5.9,70
EA Sports UFC 2,2016,0.41,6,76
Tom Clancy's Rainbow Six: Lockdown,2005,0.41,6.6,74
TimeShift,2007,0.41,7.9,70
Farming Simulator 17,2016,0.41,8.7,69
Castlevania: The Dracula X Chronicles,2007,0.41,7.8,80
Tom Clancy's HAWX 2,2010,0.41,6.8,70
X-Men: The Official Game,2006,0.41,7.5,52
Terraria,2013,0.41,7.9,81
LEGO Dimensions,2015,0.41,6.9,80
Football Manager Handheld 2011,2010,0.41,7.7,77
300: March to Glory,2007,0.41,7.1,55
Marvel Super Hero Squad,2009,0.41,2.8,61
NHL 15,2014,0.41,3.2,59
Tom Clancy's The Division,2016,0.41,5.8,79
Green Day: Rock Band,2010,0.41,6.3,76
F1 2014,2014,0.41,4.1,62
Cars: Mater-National Championship,2007,0.41,4.8,63
Call of Duty: Black Ops II,2012,0.41,6.9,81
BioShock,2007,0.41,8.5,96
The Terminator: Dawn of Fate,2002,0.41,5.7,58
Medal of Honor Heroes 2,2007,0.41,7.6,73
Top Spin 4,2011,0.41,8.2,84
Armored Core 2: Another Age,2001,0.41,8.8,75
Mortal Kombat: Deadly Alliance,2002,0.41,8.7,81
NiGHTS: Journey of Dreams,2007,0.41,8.5,69
Call of Duty: Advanced Warfare,2014,0.41,4.5,78
"Ed, Edd n Eddy: The Mis-Edventures",2005,0.41,7.6,50
Disney's Tarzan Untamed,2001,0.41,7.1,59
WWE All Stars,2011,0.41,6.4,75
Green Day: Rock Band,2010,0.41,6.6,75
Harry Potter and the Deathly Hallows - Part 1,2010,0.41,6,56
Resistance: Burning Skies,2012,0.41,6.8,60
Battlefield 2: Modern Combat,2006,0.41,7.3,77
Knockout Kings 2001,2000,0.41,8.5,84
From Russia With Love,2005,0.41,7.6,69
Fantastic Pets,2011,0.41,7.5,66
BlazBlue: Continuum Shift,2010,0.41,8,87
Duke Nukem Forever,2011,0.41,5.7,54
Minority Report: Everybody Runs,2002,0.41,5,50
Katamari Forever,2009,0.4,8.1,74
NFL GameDay 2002,2001,0.4,8.8,62
Spider-Man: Web of Shadows,2008,0.4,8.6,68
Naughty Bear,2010,0.4,5.6,43
Tak and the Power of Juju,2003,0.4,8.2,71
Six Flags Fun Park,2009,0.4,7.1,43
Beowulf: The Game,2007,0.4,4.7,51
NBA Jam,2010,0.4,8.5,79
Rune Factory 3: A Fantasy Harvest Moon,2009,0.4,8.6,77
Tales of Zestiria,2015,0.4,6.8,72
Metal Gear Solid: The Legacy Collection,2013,0.4,9,93
Defender,2002,0.4,7.8,73
Gauntlet: Seven Sorrows,2005,0.4,5.7,59
Harry Potter: Quidditch World Cup,2003,0.4,8.5,68
Overlord,2007,0.4,8.3,76
The Chronicles of Narnia: Prince Caspian,2008,0.4,7,67
Life is Strange,2016,0.4,8.6,85
Battalion Wars,2005,0.4,8.8,76
The Wonderful 101,2013,0.4,8.5,78
Asura's Wrath,2012,0.4,7.4,71
18 Wheeler: American Pro Trucker,2001,0.4,5.7,61
Wall-E,2008,0.4,5,51
Atari Anthology,2004,0.4,4.3,66
FIFA 14,2013,0.4,4.6,87
MLB 2006,2005,0.4,9,81
Ragnarok Odyssey,2012,0.4,7.8,66
The Gunstringer,2011,0.4,8.1,77
Marvel: Ultimate Alliance,2006,0.4,7.3,73
MX vs. ATV Unleashed,2005,0.4,8.3,80
FIFA Soccer 13,2012,0.4,6.6,86
Rampage: Total Destruction,2006,0.4,6.7,57
The Urbz: Sims in the City,2004,0.4,8.4,73
WWE SmackDown! vs. RAW 2006,2005,0.4,8.5,81
Mafia II,2010,0.4,7.9,77
NBA Live 2002,2001,0.4,7.5,76
Sega Superstars Tennis,2008,0.4,7.4,67
Spore Hero,2009,0.4,7.1,61
I-Ninja,2003,0.4,8.3,73
Ghostbusters: The Video Game,2009,0.4,6,55
Call of Duty: Finest Hour,2004,0.4,8.9,74
Naruto: Path of the Ninja,2007,0.4,7.2,57
Castlevania: Portrait of Ruin,2006,0.4,8.3,85
Suzuki TT Superbikes,2005,0.4,8.5,71
Rumble Roses,2004,0.39,8.5,66
Tomb Raider: Anniversary,2007,0.39,8.3,77
Sherlock Holmes: The Mystery of the Mummy,2009,0.39,3.1,57
Fantastic Four: Rise of the Silver Surfer,2007,0.39,6.4,36
Ultimate Spider-Man,2005,0.39,7.4,77
Juiced 2: Hot Import Nights,2007,0.39,6.7,66
LEGO The Lord of the Rings,2012,0.39,7.6,61
No More Heroes 2: Desperate Struggle,2010,0.39,8.8,84
Legends of WrestleMania,2009,0.39,6.3,71
Fishing Resort,2011,0.39,7,69
Armored Core V,2012,0.39,7.3,65
Mass Effect 2,2010,0.39,8.8,94
Harry Potter and the Deathly Hallows - Part 1,2010,0.39,2.8,38
The House of The Dead III,2002,0.39,7.3,72
Project X Zone,2012,0.39,7.3,70
NBA Jam,2010,0.39,5.7,71
Dark Souls III,2016,0.39,8.6,87
NBA Jam,2010,0.39,7,75
Madden NFL Football,2011,0.39,5.3,49
Donkey Konga 2,2004,0.39,6,69
Transformers: Fall of Cybertron,2012,0.39,8.2,77
Alpha Protocol,2010,0.39,7.2,63
SSX 3,2003,0.39,8.7,92
Combat of Giants: Dinosaurs 3D,2011,0.39,5.3,44
Madden NFL 2005,2004,0.39,7.6,79
Final Fantasy Crystal Chronicles: The Crystal Bearers,2009,0.39,7.6,66
Until Dawn: Rush of Blood,2016,0.39,8,72
Sonic Lost World,2013,0.39,7.3,63
Skylanders SWAP Force,2013,0.39,5.2,79
Iron Man 2,2010,0.39,5.2,41
Star Wars The Clone Wars: Republic Heroes,2009,0.39,6.3,43
Kengo: Master of Bushido,2000,0.39,8.4,62
Blood Omen 2,2002,0.39,8.8,67
Monopoly Streets,2010,0.39,6.1,64
Condemned 2: Bloodshot,2008,0.39,8.1,82
Chessmaster,2003,0.39,7.3,79
The Darkness II,2012,0.39,7.5,80
Ice Age 2: The Meltdown,2006,0.39,8,68
The Sims 2,2005,0.39,7.5,58
Hitman: Blood Money,2006,0.39,8.7,82
Advance Wars: Dual Strike,2005,0.39,9,90
Auto Modellista,2002,0.39,7.5,66
Tom Clancy's Ghost Recon 2: Summit Strike,2005,0.39,7.2,84
Just Dance 2015,2014,0.39,5.8,72
Samurai Warriors Chronicles,2011,0.39,7.7,61
One Piece: Unlimited World Red,2013,0.39,7.6,75
EA Sports Active 2,2010,0.39,5.4,68
MotoGP 08,2008,0.39,6,65
Red Faction: Armageddon,2011,0.39,7,71
Harry Potter: Quidditch World Cup,2003,0.39,8.3,53
Dungeon Siege III,2011,0.39,6.3,71
Shin Megami Tensei: Nocturne,2003,0.38,8.7,82
Farming Simulator 2013,2013,0.38,6.2,33
ESPN College Hoops 2K5,2004,0.38,8.3,86
Looney Tunes: Acme Arsenal,2007,0.38,3.9,38
Marvel: Ultimate Alliance,2006,0.38,7.6,78
Shin Megami Tensei: Devil Survivor Overclocked,2011,0.38,8.2,78
NFL GameDay 2002,2001,0.38,4.6,51
Naruto: Clash of Ninja Revolution 2,2008,0.38,8.4,72
Turok: Evolution,2002,0.38,7,70
NCAA Football 08,2007,0.38,7.9,77
Sega Superstars Tennis,2008,0.38,8.3,70
Headhunter,2002,0.38,7.8,74
Viking: Battle for Asgard,2008,0.38,7.4,65
Rock Band 4,2015,0.38,6.3,78
Marvel Nemesis: Rise of the Imperfects,2005,0.38,5.7,54
Brunswick Pro Bowling,2007,0.38,5.4,52
Bratz: Rock Angelz,2005,0.38,5.1,60
FlatOut,2004,0.38,8.5,70
Battlefield 1,2016,0.38,7.6,88
SSX 3,2003,0.38,8.7,92
Metal Gear Solid: Snake Eater 3D,2012,0.38,7.8,78
LocoRoco,2006,0.38,8.7,83
Risk: Global Domination,2003,0.38,8.8,60
Deus Ex: Mankind Divided,2016,0.38,7.6,84
Grandia Xtreme,2002,0.38,6.5,68
The Incredible Hulk,2008,0.38,6,50
Mercenaries 2: World in Flames,2008,0.38,7.4,49
Saints Row: The Third,2011,0.38,8.1,84
Ghost Trick: Phantom Detective,2010,0.38,9,83
Hunter: The Reckoning,2002,0.38,8.9,79
MX vs. ATV Untamed,2007,0.38,8.2,53
Dawn of Discovery,2009,0.38,8.8,82
Get Fit with Mel B,2010,0.38,5.8,73
Pokemon Channel,2003,0.38,6,55
Virtua Tennis 2009,2009,0.38,6.3,70
The Dog Island,2007,0.38,8.1,70
Madagascar: Escape 2 Africa,2008,0.38,5.8,56
Need for Speed: Nitro,2009,0.38,6.3,70
Naruto Shippuden: Ultimate Ninja Heroes 3,2009,0.38,6.6,61
Age of Empires III,2005,0.38,7.7,81
EyeToy Play 2,2004,0.38,7,78
Dance Dance Revolution Ultramix 3,2005,0.38,8.6,75
Pro Evolution Soccer 2011 3D,2011,0.38,6.7,73
Just Dance 2014,2013,0.38,7.1,77
Wii Sports Club,2014,0.38,7,68
Harry Potter and the Prisoner of Azkaban,2004,0.38,7.3,67
Skylanders Giants,2012,0.37,6.9,80
GRID 2,2013,0.37,6.6,82
Super Dragon Ball Z,2006,0.37,5.8,72
Disney Sing It,2008,0.37,3.5,54
Ultimate Spider-Man,2005,0.37,7.2,76
Major League Baseball 2K6,2006,0.37,3.9,66
NBA 2K7,2006,0.37,7.4,80
Just Dance 4,2012,0.37,7.8,66
"Monsters, Inc. Scream Arena",2002,0.37,4.7,39
Need for Speed: Hot Pursuit,2010,0.37,6.7,86
Rampage: Total Destruction,2006,0.37,7,51
High Heat Major League Baseball 2003,2002,0.37,7.9,84
Trivial Pursuit,2009,0.37,6.4,66
Kingdom Under Fire: Circle of Doom,2007,0.37,5.9,55
Spider-Man: Friend or Foe,2007,0.37,8.3,62
EA Sports MMA,2010,0.37,6.9,77
Guitar Hero On Tour: Modern Hits,2009,0.37,6.3,70
Quake 4,2005,0.37,6.7,75
Tiger Woods PGA Tour 14,2013,0.37,3.8,74
Skate,2007,0.37,8.2,85
Rage,2011,0.37,5.2,79
Custom Robo,2004,0.37,8.1,65
Prince of Persia: The Forgotten Sands,2010,0.37,7.4,65
BioShock The Collection,2016,0.37,8.5,84
Theatrhythm Final Fantasy: Curtain Call,2014,0.37,8.2,83
DiRT 2,2009,0.37,5.5,51
Pac-Man World 2,2002,0.37,8.3,74
Tomb Raider: Legend,2006,0.37,7.3,80
Rocket League,2016,0.37,8.7,85
The BIGS,2007,0.37,7.1,66
The Legend of Spyro: A New Beginning,2006,0.37,6.8,68
Juiced 2: Hot Import Nights,2007,0.37,7.8,73
Dungeon Siege III,2011,0.37,5.9,72
DiRT Rally,2016,0.37,8.1,85
NFL Street 2 Unleashed,2005,0.37,7.4,73
FIFA Street 2,2006,0.37,7.7,59
Virtua Tennis 2009,2009,0.37,7.7,73
Overlord: Dark Legend,2009,0.37,7.9,68
The Legend of Spyro: The Eternal Night,2007,0.37,2.7,56
Harry Potter and the Order of the Phoenix,2007,0.37,7.6,52
Wanted: Weapons of Fate,2009,0.37,7.5,62
Xenosaga Episode III: Also sprach Zarathustra,2006,0.37,9,81
Rune Factory: Frontier,2008,0.37,8.5,79
Mini Ninjas,2009,0.37,8.3,79
Naruto Shippuden: Ninja Destiny 2,2008,0.37,5.7,55
Scribblenauts: Unlimited,2012,0.37,7.4,73
Marvel: Ultimate Alliance,2006,0.37,7.5,81
The Sims 2: Castaway,2007,0.37,8,71
NCAA Football 07,2006,0.37,7.9,75
Fragile Dreams: Farewell Ruins of the Moon,2009,0.36,8.3,67
GoldenEye: Rogue Agent,2004,0.36,6.7,60
Need for Speed: The Run,2011,0.36,5.8,69
Dragon Ball Z: Infinite World,2008,0.36,7.9,48
Elite Beat Agents,2006,0.36,8.6,87
ESPN X Games Skateboarding,2001,0.36,7.8,58
Sid Meier's Civilization: Beyond Earth,2014,0.36,5.5,81
Castlevania: Order of Ecclesia,2008,0.36,8.7,85
Left 4 Dead 2,2009,0.36,8.5,89
Green Day: Rock Band,2010,0.36,8.8,76
Star Fox: Zero,2016,0.36,7.4,69
SAW,2009,0.36,6.4,59
Tom Clancy's HAWX 2,2010,0.36,6.3,68
High Heat Major League Baseball 2004,2003,0.36,8.1,83
Robots,2005,0.36,6,53
NARC,2005,0.36,7,50
Dragon Ball Z: Attack of the Saiyans,2009,0.36,7.9,73
Bionic Commando,2009,0.36,7.4,71
Monster Rancher 3,2001,0.36,8.5,77
The Incredibles: Rise of the Underminer,2005,0.36,7.1,60
Sword Art Online: Lost Song,2015,0.36,7.1,70
Hamtaro: Ham-Ham Heartbreak,2002,0.36,9.3,72
Okage: Shadow King,2001,0.36,8.5,70
BlazBlue: Calamity Trigger,2009,0.36,8.5,86
NBA 2K6,2005,0.36,8.7,84
Marvel Super Hero Squad,2009,0.36,6.2,49
The Chronicles of Narnia: Prince Caspian,2008,0.36,7.1,63
World's Scariest Police Chases,2001,0.36,6.3,54
MechAssault 2: Lone Wolf,2004,0.36,7.5,81
Valkyrie Profile: Lenneth,2006,0.36,8.4,80
Just Dance 2016,2015,0.36,6.8,73
ESPN NFL Football,2003,0.36,8.9,91
Rapala Pro Fishing,2004,0.36,8.7,59
Spider-Man: Shattered Dimensions,2010,0.36,7.6,76
TMNT,2007,0.36,5.9,60
Fossil Fighters: Frontier,2014,0.36,4.8,57
Arc the Lad: Twilight of the Spirits,2003,0.36,8.2,72
Watch Dogs 2,2016,0.36,7.7,83
Tiger Woods PGA Tour 09,2008,0.36,5.5,53
